source,target
Nghị định 79/2009/NĐ-CP Về quản lý chiếu sáng đô thị,"Nghị định 100/2018/NĐ-CP Sửa đổi, bổ sung, bãi bỏ một số quy định về điều kiện đầu tư kinh doanh thuộc các lĩnh vực quản lý nhà nước của Bộ Xây dựng"
Nghị định 64/2010/NĐ-CP Về quản lý cây xanh đô thị,"Nghị định 100/2018/NĐ-CP Sửa đổi, bổ sung, bãi bỏ một số quy định về điều kiện đầu tư kinh doanh thuộc các lĩnh vực quản lý nhà nước của Bộ Xây dựng"
Nghị định 11/2013/NĐ-CP Về quản lý đầu tư phát triển đô thị,"Nghị định 100/2018/NĐ-CP Sửa đổi, bổ sung, bãi bỏ một số quy định về điều kiện đầu tư kinh doanh thuộc các lĩnh vực quản lý nhà nước của Bộ Xây dựng"
Nghị định 24a/2016/NĐ-CP Về quản lý vật liệu xây dựng,"Nghị định 100/2018/NĐ-CP Sửa đổi, bổ sung, bãi bỏ một số quy định về điều kiện đầu tư kinh doanh thuộc các lĩnh vực quản lý nhà nước của Bộ Xây dựng"
"Nghị định 77/2016/NĐ-CP Sửa đổi, bổ sung một số quy định về điều kiện đầu tư kinh doanh trong lĩnh vực mua bán hàng hóa quốc tế, hóa chất, vật liệu nổ công nghiệp, phân bón, kinh doanh khí, kinh doanh thực phẩm thuộc phạm vi quản lý nhà nước của Bộ Công Thương",Nghị định 87/2018/NĐ-CP Về kinh doanh khí
"Nghị định 135/2004/NĐ-CP Quy định chế độ áp dụng biện pháp đưa vào cơ sở chữa bệnh,tổ chức hoạt động của cơ sở chữa bệnh theo Pháp lệnh Xử lý vi phạm hành chính và chế độ áp dụng đối với người chưa thành niên, người tự nguyện vào cơ sở chữa bệnh","Nghị định 80/2018/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 147/2003/NĐ-CP ngày tháng 12 năm 2003 của Chính phủ quy định về điều kiện, thủ tục cấp giấy phép và quản lý hoạt động của cơ sở cai nghiện ma túy tự nguyện; Nghị định số 135/2004/NĐ-CP ngày 10 tháng 6 năm 2004 của Chính phủ quy định chế độ áp dụng biện pháp đưa vào cơ sở chữa bệnh, tổ chức hoạt động của cơ sở chữa bệnh theo Pháp lệnh xử lý vi phạm hành chính và chế độ áp dụng đối với người chưa thành niên, người tự nguyện vào cơ sở chữa bệnh"
"Nghị định 147/2003/NĐ-CP Quy định về điều kiện, thủ tục cấp giấy phép và quản lý hoạt động của các cơ sở cai nghiện ma túy tự nguyện","Nghị định 80/2018/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 147/2003/NĐ-CP ngày tháng 12 năm 2003 của Chính phủ quy định về điều kiện, thủ tục cấp giấy phép và quản lý hoạt động của cơ sở cai nghiện ma túy tự nguyện; Nghị định số 135/2004/NĐ-CP ngày 10 tháng 6 năm 2004 của Chính phủ quy định chế độ áp dụng biện pháp đưa vào cơ sở chữa bệnh, tổ chức hoạt động của cơ sở chữa bệnh theo Pháp lệnh xử lý vi phạm hành chính và chế độ áp dụng đối với người chưa thành niên, người tự nguyện vào cơ sở chữa bệnh"
"Nghị định 77/2016/NĐ-CP Sửa đổi, bổ sung một số quy định về điều kiện đầu tư kinh doanh trong lĩnh vực mua bán hàng hóa quốc tế, hóa chất, vật liệu nổ công nghiệp, phân bón, kinh doanh khí, kinh doanh thực phẩm thuộc phạm vi quản lý nhà nước của Bộ Công Thương",Nghị định 69/2018/NĐ-CP Quy định chi tiết một số điều của Luật Quản lý Ngoại thương
"Nghị định 76/2014/NĐ-CP Quy định chi tiết một số điều của Pháp lệnh sửa đổi, bổ sung một số điều của Pháp lệnh quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ","Nghị định 71/2018/NĐ-CP Quy định chi tiết một số điều của Luật Quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ về vật liệu nổ công nghiệp và tiền chất thuốc nổ"
"Nghị định 77/2016/NĐ-CP Sửa đổi, bổ sung một số quy định về điều kiện đầu tư kinh doanh trong lĩnh vực mua bán hàng hóa quốc tế, hóa chất, vật liệu nổ công nghiệp, phân bón, kinh doanh khí, kinh doanh thực phẩm thuộc phạm vi quản lý nhà nước của Bộ Công Thương","Nghị định 71/2018/NĐ-CP Quy định chi tiết một số điều của Luật Quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ về vật liệu nổ công nghiệp và tiền chất thuốc nổ"
Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương,"Nghị định 71/2018/NĐ-CP Quy định chi tiết một số điều của Luật Quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ về vật liệu nổ công nghiệp và tiền chất thuốc nổ"
"Nghị định 41/2017/NĐ-CP Sửa đổi, bổ sung một số điều của các nghị định về xử phạt vi phạm hành chính trong hoạt động thủy sản;; lĩnh vực thú y, giống vật nuôi, thức ăn chăn nuôi;; quản lý rừng, phát triển rừng, bảo vệ rừng và quản lý lâm sản","Nghị định 64/2018/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực giống vật nuôi, thức ăn chăn nuôi, thủy sản"
Nghị định 136/2015/NĐ-CP Hướng dẫn thi hành một số điều của Luật Đầu tư công,Nghị định 63/2018/NĐ-CP Về đầu tư theo hình thức đối tác công tư
"Nghị định 163/2013/NĐ-CP Quy định về xử phạt vi phạm hành chính trong lĩnh vực hóa chất, phân bón và vật liệu nổ công nghiệp",Nghị định 55/2018/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực phân bón
"Nghị định 115/2016/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 163/2013/NĐ-CP ngày 12 tháng 11 năm 2013 của Chính phủ quy định về xử phạt vi phạm hành chính trong lĩnh vực hóa chất, phân bón và vật liệu nổ công nghiệp",Nghị định 55/2018/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực phân bón
Nghị định 158/2006/NĐ-CP Quy định chi tiết Luật Thương mại về hoạt động mua bán hàng hoá qua Sở Giao dịch hàng hóa,"Nghị định 51/2018/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 158/2006/NĐ-CP ngày 28 tháng 12 năm 2006 của Chính phủ quy định chi tiết Luật Thương mại về hoạt động mua bán hàng hóa qua Sở Giao dịch hàng hóa"
"Nghị định 98/2013/NĐ-CP Quy định về xử phạt vi phạm hành chính trong lĩnh vực kinh doanh bảo hiểm, kinh doanh xổ số","Nghị định 48/2018/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 98/2013/NĐ-CP ngày 28 tháng 8 năm 2013 của Chính phủ quy định về xử phạt vi phạm hành chính trong lĩnh vực kinh doanh bảo hiểm, kinh doanh xổ số."
"Nghị định 102/2015/NĐ-CP Về quản lý, khai thác cảng hàng không, sân bay","Nghị định 44/2018/NĐ-CP Quy định việc quản lý, sử dụng và khai thác tài sản kết cấu hạ tầng hàng không"
Nghị định 58/2017/NĐ-CP Quy định chi tiết một số điều của Bộ luật Hàng hải Việt Nam về quản lý hoạt động hàng hải,"Nghị định 43/2018/NĐ-CP quy định việc quản lý, sử dụng và khai thác tài sản kết cấu hạ tầng hàng hải."
Nghị định 100/2011/NĐ-CP Quy định về thành lập và hoạt động văn phòng đại diện của tổ chức xúc tiến thương mại nước ngoài tại Việt Nam,Nghị định 28/2018/NĐ-CP Quy định chi tiết Luật Quản lý ngoại thương về một số biện pháp phát triển ngoại thương
Nghị định 39/2009/NĐ-CP Về vật liệu nổ công nghiệp,Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
Nghị định 35/2006/NĐ-CP Quy định chi tiết Luật Thương mại về hoạt động nhượng quyền thương mại,Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
Nghị định 52/2013/NĐ-CP Về Thương mại điện tử,Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
"Nghị định 137/2013/NĐ-CP Quy định chi tiết thi hành một số điều của Luật Điện lực và Luật sửa đổi, bổ sung một số điều của Luật Điện lực",Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
"Nghị định 67/2013/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật Phòng, chống tác hại của thuốc lá về kinh doanh thuốc lá",Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
"Nghị định 38/2014/NĐ-CP Về quản lý hóa chất thuộc diện kiểm soát của Công ước Cấm phát triển, sản xuất, tàng trữ, sử dụng và phá hủy vũ khí hóa học",Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
"Nghị định 76/2014/NĐ-CP Quy định chi tiết một số điều của Pháp lệnh sửa đổi, bổ sung một số điều của Pháp lệnh quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ",Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
Nghị định 83/2014/NĐ-CP Về kinh doanh xăng dầu,Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
"Nghị định 77/2016/NĐ-CP Sửa đổi, bổ sung một số quy định về điều kiện đầu tư kinh doanh trong lĩnh vực mua bán hàng hóa quốc tế, hóa chất, vật liệu nổ công nghiệp, phân bón, kinh doanh khí, kinh doanh thực phẩm thuộc phạm vi quản lý nhà nước của Bộ Công Thương",Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
"Nghị định 106/2017/NĐ-CP sửa đổi, bổ sung một số điều của Nghị định số 67/2013/NĐ-CP ngày 27 tháng 6 năm 2013 của Chính phủ quy định chi tiết một số điều và biện pháp thi hành Luật Phòng, chống tác hại của thuốc lá về kinh doanh thuốc lá",Nghị định 08/2018/NĐ-CP Sửa đổi một số Nghị định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Công Thương
"Nghị định 01/2012/NĐ-CP Sửa đổi, bổ sung, thay thế hoặc bãi bỏ, hủy bỏ các Quy định có liên quan đến thủ tục hành chính thuộc phạm vi chức năng quản lý của Bộ Văn hóa, Thể thao và Du lịch",Nghị định 168/2017/NĐ-CP Quy định chi tiết một số điều của Luật Du lịch
"Nghị định 122/2016/NĐ-CP Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi, Danh mục hàng hóa và mức thuế tuyệt đối, thuế hỗn hợp, thuế nhập khẩu ngoài hạn ngạch thuế quan","Nghị định 125/2017/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 122/2016/NĐ-CP ngày 01 tháng 9 năm 2016 của Chính phủ về Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi, Danh mục hàng hóa và mức thuế tuyệt đối, thuế hỗn hợp, thuế nhập khẩu ngoài hạn ngạch thuế quan"
Nghị định 33/2013/NĐ-CP Ban hành Hợp đồng mẫu của Hợp đồng Chia sản phẩm dầu khí,"Nghị định 123/2017/NĐ-CP Sửa đổi, bổ sung một số điều của các Nghị định quy định về thu tiền sử dụng đất, thu tiền thuê đất, thuê mặt nước"
"Nghị định 20/2011/NĐ-CP Quy định chi tiết và hướng dẫn thi hành Nghị quyết số 55/2010/QH12 ngày 24 tháng 11 năm 2010 của Quốc hội về miễn, giảm thuế sử dụng đất nông nghiệp","Nghị định 21/2017/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 20/2011/NĐ-CP ngày 23 tháng 3 năm 2011 của Chính phủ quy định chi tiết và hướng dẫn thi hành Nghị quyết số 55/2010/QH12 ngày 24 tháng 11 năm 2010 của Quốc hội về miễn, giảm thuế sử dụng đất nông nghiệp"
Nghị định 99/2010/NĐ-CP Về chính sách chi trả dịch vụ môi trường rừng,"Nghị định 147/2016/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 99/2010/NĐ-CP ngày 24 tháng 9 năm 2010 của Chính phủ về chính sách chi trả dịch vụ môi trường rừng"
"Thông tư 08/2011/TT-BGDĐT Quy định điều kiện, hồ sơ, quy trình mở ngành đào tạo, đình chỉ tuyển sinh, thu hồi quyết định mở ngành đào tạo trình độ đại học, trình độ cao đẳng",Nghị định 143/2016/NĐ-CP Quy định điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục nghề nghiệp
Thông tư 57/2015/TT-BLĐTBXH Quy định về Điều lệ trung tâm giáo dục nghề nghiệp,Nghị định 143/2016/NĐ-CP Quy định điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục nghề nghiệp
Thông tư 54/2011/TT-BGDĐT Điều lệ trường trung cấp chuyên nghiệp,Nghị định 143/2016/NĐ-CP Quy định điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục nghề nghiệp
Thông tư 14/2009/TT-BGDĐT Điều lệ trường cao đẳng,Nghị định 143/2016/NĐ-CP Quy định điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục nghề nghiệp
"Thông tư 43/2011/TT-BGDĐT Sửa đổi, bổ sung một số điều của Thông tư số 14/2009/TT-BGDĐT và Quyết định số 37/2000/QĐ-BGD&ĐT ngày 29 tháng 8 năm 2000 của Bộ trưởng Bộ Giáo dục và Đào tạo về việc ban hành Quy chế tạm thời Trường cao đẳng cộng đồng",Nghị định 143/2016/NĐ-CP Quy định điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục nghề nghiệp
Thông tư 01/2015/TT-BGDĐT Điều lệ trường cao đẳng,Nghị định 143/2016/NĐ-CP Quy định điều kiện đầu tư và hoạt động trong lĩnh vực giáo dục nghề nghiệp
Nghị định 221/2013/NĐ-CP. Quy định chế độ áp dụng biện pháp xử lý hành chính đưa vào cơ sở cai nghiện bắt buộc,"Nghị định 136/2016/NĐ-CP Sửa đổi, bổ sung một số điều của Nghị định số 221/2013/NĐ-CP ngày 30 tháng 12 năm 2013 của Chính phủ quy định chế độ áp dụng biện pháp xử lý hành chính đưa vào cơ sở cai nghiện bắt buộc"
"Quyết định 53/2013/QĐ-TTg Về việc tạm nhập khẩu, tái xuất khẩu, tiêu hủy, chuyển nhượng đối với xe ô tô, xe hai bánh gắn máy của đối tượng được hưởng quyền ưu đãi, miễn trừ tại Việt Nam","Nghị định 134/2016/NĐ-CP Quy định chi tiết một số điều và biện pháp thi hành Luật thuế xuất khẩu, thuế nhập khẩu"
